Sequence	Passage	Sign
2069	urn:cts:greekLit:tlg0012.tlg001.msA:16.92	⸖
2070	urn:cts:greekLit:tlg0012.tlg001.msA:16.93	⸖
2071	urn:cts:greekLit:tlg0012.tlg001.msA:16.97	—
2072	urn:cts:greekLit:tlg0012.tlg001.msA:16.98	—
2073	urn:cts:greekLit:tlg0012.tlg001.msA:16.99	—
2074	urn:cts:greekLit:tlg0012.tlg001.msA:16.100	—
2075	urn:cts:greekLit:tlg0012.tlg001.msA:16.105	>
2076	urn:cts:greekLit:tlg0012.tlg001.msA:16.106	>
2077	urn:cts:greekLit:tlg0012.tlg001.msA:16.116	>
2078	urn:cts:greekLit:tlg0012.tlg001.msA:16.123	>
2079	urn:cts:greekLit:tlg0012.tlg001.msA:16.124	>
2080	urn:cts:greekLit:tlg0012.tlg001.msA:16.128	>
2081	urn:cts:greekLit:tlg0012.tlg001.msA:16.129	>
2082	urn:cts:greekLit:tlg0012.tlg001.msA:16.140	⸖
2083	urn:cts:greekLit:tlg0012.tlg001.msA:16.142	>
2084	urn:cts:greekLit:tlg0012.tlg001.msA:16.146	>
2085	urn:cts:greekLit:tlg0012.tlg001.msA:16.150	⸖
2086	urn:cts:greekLit:tlg0012.tlg001.msA:16.161	⸖
2087	urn:cts:greekLit:tlg0012.tlg001.msA:16.175	>
2088	urn:cts:greekLit:tlg0012.tlg001.msA:16.179	>
2089	urn:cts:greekLit:tlg0012.tlg001.msA:16.180	>
2090	urn:cts:greekLit:tlg0012.tlg001.msA:16.184	>
2091	urn:cts:greekLit:tlg0012.tlg001.msA:16.185	>
2092	urn:cts:greekLit:tlg0012.tlg001.msA:16.188	⸖
2093	urn:cts:greekLit:tlg0012.tlg001.msA:16.202	⸖
2094	urn:cts:greekLit:tlg0012.tlg001.msA:16.203	>
2095	urn:cts:greekLit:tlg0012.tlg001.msA:16.222	>
2096	urn:cts:greekLit:tlg0012.tlg001.msA:16.234	>
2097	urn:cts:greekLit:tlg0012.tlg001.msA:16.236	>
2098	urn:cts:greekLit:tlg0012.tlg001.msA:16.237	—
2099	urn:cts:greekLit:tlg0012.tlg001.msA:16.237	※
2100	urn:cts:greekLit:tlg0012.tlg001.msA:16.239	>
2101	urn:cts:greekLit:tlg0012.tlg001.msA:16.243	⸖
2102	urn:cts:greekLit:tlg0012.tlg001.msA:16.260	>
2103	urn:cts:greekLit:tlg0012.tlg001.msA:16.261	—
2104	urn:cts:greekLit:tlg0012.tlg001.msA:16.265	>
2105	urn:cts:greekLit:tlg0012.tlg001.msA:16.274	>
2106	urn:cts:greekLit:tlg0012.tlg001.msA:16.281	>
2107	urn:cts:greekLit:tlg0012.tlg001.msA:16.299	※
2108	urn:cts:greekLit:tlg0012.tlg001.msA:16.311	>
2109	urn:cts:greekLit:tlg0012.tlg001.msA:16.317	>
2110	urn:cts:greekLit:tlg0012.tlg001.msA:16.326	>
2111	urn:cts:greekLit:tlg0012.tlg001.msA:16.336	>
2112	urn:cts:greekLit:tlg0012.tlg001.msA:16.354	>
2113	urn:cts:greekLit:tlg0012.tlg001.msA:16.358	>
2114	urn:cts:greekLit:tlg0012.tlg001.msA:16.361	>
2115	urn:cts:greekLit:tlg0012.tlg001.msA:16.364	>
2116	urn:cts:greekLit:tlg0012.tlg001.msA:16.371	>
2117	urn:cts:greekLit:tlg0012.tlg001.msA:16.401	>
2118	urn:cts:greekLit:tlg0012.tlg001.msA:16.403	>
2119	urn:cts:greekLit:tlg0012.tlg001.msA:16.407	>
2120	urn:cts:greekLit:tlg0012.tlg001.msA:16.408	>
2121	urn:cts:greekLit:tlg0012.tlg001.msA:16.432	⸖
2122	urn:cts:greekLit:tlg0012.tlg001.msA:16.454	>
2123	urn:cts:greekLit:tlg0012.tlg001.msA:16.467	>
2124	urn:cts:greekLit:tlg0012.tlg001.msA:16.481	>
2125	urn:cts:greekLit:tlg0012.tlg001.msA:16.491	>
2126	urn:cts:greekLit:tlg0012.tlg001.msA:16.496	>
2127	urn:cts:greekLit:tlg0012.tlg001.msA:16.500	>
2128	urn:cts:greekLit:tlg0012.tlg001.msA:16.507	⸖
2129	urn:cts:greekLit:tlg0012.tlg001.msA:16.515	>
2130	urn:cts:greekLit:tlg0012.tlg001.msA:16.522	>
2131	urn:cts:greekLit:tlg0012.tlg001.msA:16.546	>
2132	urn:cts:greekLit:tlg0012.tlg001.msA:16.559	>
2133	urn:cts:greekLit:tlg0012.tlg001.msA:16.561	>
2134	urn:cts:greekLit:tlg0012.tlg001.msA:16.574	>
2135	urn:cts:greekLit:tlg0012.tlg001.msA:16.584	>
2136	urn:cts:greekLit:tlg0012.tlg001.msA:16.586	>
2137	urn:cts:greekLit:tlg0012.tlg001.msA:16.589	>
2138	urn:cts:greekLit:tlg0012.tlg001.msA:16.595	>
2139	urn:cts:greekLit:tlg0012.tlg001.msA:16.636	>
2140	urn:cts:greekLit:tlg0012.tlg001.msA:16.666	⸖
2141	urn:cts:greekLit:tlg0012.tlg001.msA:16.677	⸖
2142	urn:cts:greekLit:tlg0012.tlg001.msA:16.688	>
2143	urn:cts:greekLit:tlg0012.tlg001.msA:16.697	⸖
2144	urn:cts:greekLit:tlg0012.tlg001.msA:16.702	>
2145	urn:cts:greekLit:tlg0012.tlg001.msA:16.710	⸖
2146	urn:cts:greekLit:tlg0012.tlg001.msA:16.718	>
2147	urn:cts:greekLit:tlg0012.tlg001.msA:16.719	>
2148	urn:cts:greekLit:tlg0012.tlg001.msA:16.747	>
2149	urn:cts:greekLit:tlg0012.tlg001.msA:16.748	⸖
2150	urn:cts:greekLit:tlg0012.tlg001.msA:16.768	>
2151	urn:cts:greekLit:tlg0012.tlg001.msA:16.776	※
2152	urn:cts:greekLit:tlg0012.tlg001.msA:16.789	>
2153	urn:cts:greekLit:tlg0012.tlg001.msA:16.801	>
2154	urn:cts:greekLit:tlg0012.tlg001.msA:16.807	⸖
2155	urn:cts:greekLit:tlg0012.tlg001.msA:16.812	>
2156	urn:cts:greekLit:tlg0012.tlg001.msA:16.819	>
2157	urn:cts:greekLit:tlg0012.tlg001.msA:16.822	>
2158	urn:cts:greekLit:tlg0012.tlg001.msA:16.828	>
2159	urn:cts:greekLit:tlg0012.tlg001.msA:16.850	>
2160	urn:cts:greekLit:tlg0012.tlg001.msA:16.856	>
2161	urn:cts:greekLit:tlg0012.tlg001.msA:17.2	>
2162	urn:cts:greekLit:tlg0012.tlg001.msA:17.4	>
2163	urn:cts:greekLit:tlg0012.tlg001.msA:17.8	>
2164	urn:cts:greekLit:tlg0012.tlg001.msA:17.15	>
2165	urn:cts:greekLit:tlg0012.tlg001.msA:17.24	>
2166	urn:cts:greekLit:tlg0012.tlg001.msA:17.29	※
2167	urn:cts:greekLit:tlg0012.tlg001.msA:17.30	※
2168	urn:cts:greekLit:tlg0012.tlg001.msA:17.31	※
2169	urn:cts:greekLit:tlg0012.tlg001.msA:17.32	※
2170	urn:cts:greekLit:tlg0012.tlg001.msA:17.35	>
2171	urn:cts:greekLit:tlg0012.tlg001.msA:17.38	>
2172	urn:cts:greekLit:tlg0012.tlg001.msA:17.48	>
2173	urn:cts:greekLit:tlg0012.tlg001.msA:17.51	⸖
2174	urn:cts:greekLit:tlg0012.tlg001.msA:17.70	>
2175	urn:cts:greekLit:tlg0012.tlg001.msA:17.92	>
2176	urn:cts:greekLit:tlg0012.tlg001.msA:17.112	>
2177	urn:cts:greekLit:tlg0012.tlg001.msA:17.115	>
2178	urn:cts:greekLit:tlg0012.tlg001.msA:17.125	>
2179	urn:cts:greekLit:tlg0012.tlg001.msA:17.126	>
2180	urn:cts:greekLit:tlg0012.tlg001.msA:17.151	>
2181	urn:cts:greekLit:tlg0012.tlg001.msA:17.153	⸖
2182	urn:cts:greekLit:tlg0012.tlg001.msA:17.159	>
2183	urn:cts:greekLit:tlg0012.tlg001.msA:17.163	>
2184	urn:cts:greekLit:tlg0012.tlg001.msA:17.173	※
2185	urn:cts:greekLit:tlg0012.tlg001.msA:17.178	>
2186	urn:cts:greekLit:tlg0012.tlg001.msA:17.197	>
2187	urn:cts:greekLit:tlg0012.tlg001.msA:17.201	>
2188	urn:cts:greekLit:tlg0012.tlg001.msA:17.211	>
2189	urn:cts:greekLit:tlg0012.tlg001.msA:17.219	Ͻ
2190	urn:cts:greekLit:tlg0012.tlg001.msA:17.237	>
2191	urn:cts:greekLit:tlg0012.tlg001.msA:17.240	>
2192	urn:cts:greekLit:tlg0012.tlg001.msA:17.242	>
2193	urn:cts:greekLit:tlg0012.tlg001.msA:17.250	>
2194	urn:cts:greekLit:tlg0012.tlg001.msA:17.260	⸖
2195	urn:cts:greekLit:tlg0012.tlg001.msA:17.261	⸖
2196	urn:cts:greekLit:tlg0012.tlg001.msA:17.582	>
2197	urn:cts:greekLit:tlg0012.tlg001.msA:17.588	>
2198	urn:cts:greekLit:tlg0012.tlg001.msA:17.594	>
2199	urn:cts:greekLit:tlg0012.tlg001.msA:17.595	⸖
2200	urn:cts:greekLit:tlg0012.tlg001.msA:17.597	>
2201	urn:cts:greekLit:tlg0012.tlg001.msA:17.599	>
2202	urn:cts:greekLit:tlg0012.tlg001.msA:17.602	>
2203	urn:cts:greekLit:tlg0012.tlg001.msA:17.608	>
2204	urn:cts:greekLit:tlg0012.tlg001.msA:17.639	>
2205	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	>
2206	urn:cts:greekLit:tlg0012.tlg001.msA:17.649	>
2207	urn:cts:greekLit:tlg0012.tlg001.msA:17.651	>
2208	urn:cts:greekLit:tlg0012.tlg001.msA:17.658	>
2209	urn:cts:greekLit:tlg0012.tlg001.msA:17.667	>
2210	urn:cts:greekLit:tlg0012.tlg001.msA:17.681	>
2211	urn:cts:greekLit:tlg0012.tlg001.msA:17.700	>
2212	urn:cts:greekLit:tlg0012.tlg001.msA:17.702	>
2213	urn:cts:greekLit:tlg0012.tlg001.msA:17.705	>
2214	urn:cts:greekLit:tlg0012.tlg001.msA:17.719	>
2215	urn:cts:greekLit:tlg0012.tlg001.msA:17.728	⸖
2216	urn:cts:greekLit:tlg0012.tlg001.msA:18.7	>
2217	urn:cts:greekLit:tlg0012.tlg001.msA:18.10	>
2218	urn:cts:greekLit:tlg0012.tlg001.msA:18.23	>
2219	urn:cts:greekLit:tlg0012.tlg001.msA:18.34	>
2220	urn:cts:greekLit:tlg0012.tlg001.msA:18.39	—
2221	urn:cts:greekLit:tlg0012.tlg001.msA:18.40	—
2222	urn:cts:greekLit:tlg0012.tlg001.msA:18.41	—
2223	urn:cts:greekLit:tlg0012.tlg001.msA:18.42	—
2224	urn:cts:greekLit:tlg0012.tlg001.msA:18.43	—
2225	urn:cts:greekLit:tlg0012.tlg001.msA:18.44	—
2226	urn:cts:greekLit:tlg0012.tlg001.msA:18.45	—
2227	urn:cts:greekLit:tlg0012.tlg001.msA:18.46	—
2228	urn:cts:greekLit:tlg0012.tlg001.msA:18.47	—
2229	urn:cts:greekLit:tlg0012.tlg001.msA:18.48	—
2230	urn:cts:greekLit:tlg0012.tlg001.msA:18.49	—
2231	urn:cts:greekLit:tlg0012.tlg001.msA:18.57	>
2232	urn:cts:greekLit:tlg0012.tlg001.msA:18.60	>
2233	urn:cts:greekLit:tlg0012.tlg001.msA:18.77	>
2234	urn:cts:greekLit:tlg0012.tlg001.msA:18.90	>
2235	urn:cts:greekLit:tlg0012.tlg001.msA:18.93	>
2236	urn:cts:greekLit:tlg0012.tlg001.msA:18.103	>
2237	urn:cts:greekLit:tlg0012.tlg001.msA:18.117	>
2238	urn:cts:greekLit:tlg0012.tlg001.msA:18.125	>
2239	urn:cts:greekLit:tlg0012.tlg001.msA:18.130	>
2240	urn:cts:greekLit:tlg0012.tlg001.msA:18.136	>
2241	urn:cts:greekLit:tlg0012.tlg001.msA:18.148	>
2242	urn:cts:greekLit:tlg0012.tlg001.msA:18.155	⸖
2243	urn:cts:greekLit:tlg0012.tlg001.msA:18.160	⸖
2244	urn:cts:greekLit:tlg0012.tlg001.msA:18.161	>
2245	urn:cts:greekLit:tlg0012.tlg001.msA:18.174	⸖
2246	urn:cts:greekLit:tlg0012.tlg001.msA:18.186	>
2247	urn:cts:greekLit:tlg0012.tlg001.msA:18.191	>
2248	urn:cts:greekLit:tlg0012.tlg001.msA:18.197	>
2249	urn:cts:greekLit:tlg0012.tlg001.msA:18.222	>
2250	urn:cts:greekLit:tlg0012.tlg001.msA:18.230	⸖
2251	urn:cts:greekLit:tlg0012.tlg001.msA:18.236	>
2252	urn:cts:greekLit:tlg0012.tlg001.msA:18.239	>
2253	urn:cts:greekLit:tlg0012.tlg001.msA:18.247	⸖
2254	urn:cts:greekLit:tlg0012.tlg001.msA:18.265	>
2255	urn:cts:greekLit:tlg0012.tlg001.msA:18.272	>
2256	urn:cts:greekLit:tlg0012.tlg001.msA:18.274	>
2257	urn:cts:greekLit:tlg0012.tlg001.msA:18.283	>
2258	urn:cts:greekLit:tlg0012.tlg001.msA:18.287	⸖
2259	urn:cts:greekLit:tlg0012.tlg001.msA:18.291	>
2260	urn:cts:greekLit:tlg0012.tlg001.msA:18.319	>
2261	urn:cts:greekLit:tlg0012.tlg001.msA:18.332	>
2262	urn:cts:greekLit:tlg0012.tlg001.msA:18.351	>
2263	urn:cts:greekLit:tlg0012.tlg001.msA:18.352	>
2264	urn:cts:greekLit:tlg0012.tlg001.msA:18.356	>
2265	urn:cts:greekLit:tlg0012.tlg001.msA:18.373	>
2266	urn:cts:greekLit:tlg0012.tlg001.msA:18.376	>
2267	urn:cts:greekLit:tlg0012.tlg001.msA:18.392	>
2268	urn:cts:greekLit:tlg0012.tlg001.msA:18.413	>
2269	urn:cts:greekLit:tlg0012.tlg001.msA:18.416	>
2270	urn:cts:greekLit:tlg0012.tlg001.msA:18.438	>
2271	urn:cts:greekLit:tlg0012.tlg001.msA:18.444	—
2272	urn:cts:greekLit:tlg0012.tlg001.msA:18.445	—
2273	urn:cts:greekLit:tlg0012.tlg001.msA:18.446	—
2274	urn:cts:greekLit:tlg0012.tlg001.msA:18.447	—
2275	urn:cts:greekLit:tlg0012.tlg001.msA:18.448	—
2276	urn:cts:greekLit:tlg0012.tlg001.msA:18.449	—
2277	urn:cts:greekLit:tlg0012.tlg001.msA:18.450	—
2278	urn:cts:greekLit:tlg0012.tlg001.msA:18.451	—
2279	urn:cts:greekLit:tlg0012.tlg001.msA:18.452	—
2280	urn:cts:greekLit:tlg0012.tlg001.msA:18.453	—
2281	urn:cts:greekLit:tlg0012.tlg001.msA:18.454	—
2282	urn:cts:greekLit:tlg0012.tlg001.msA:18.455	—
2283	urn:cts:greekLit:tlg0012.tlg001.msA:18.456	—
2284	urn:cts:greekLit:tlg0012.tlg001.msA:18.460	>
2285	urn:cts:greekLit:tlg0012.tlg001.msA:18.461	>
2286	urn:cts:greekLit:tlg0012.tlg001.msA:18.470	>
2287	urn:cts:greekLit:tlg0012.tlg001.msA:18.492	>
2288	urn:cts:greekLit:tlg0012.tlg001.msA:18.495	>
2289	urn:cts:greekLit:tlg0012.tlg001.msA:18.496	>
2290	urn:cts:greekLit:tlg0012.tlg001.msA:18.502	>
2291	urn:cts:greekLit:tlg0012.tlg001.msA:18.512	>
2292	urn:cts:greekLit:tlg0012.tlg001.msA:18.519	>
2293	urn:cts:greekLit:tlg0012.tlg001.msA:18.540	>
2294	urn:cts:greekLit:tlg0012.tlg001.msA:18.550	>
2295	urn:cts:greekLit:tlg0012.tlg001.msA:18.560	>
2296	urn:cts:greekLit:tlg0012.tlg001.msA:18.570	>
2297	urn:cts:greekLit:tlg0012.tlg001.msA:18.583	>
2298	urn:cts:greekLit:tlg0012.tlg001.msA:18.584	⸖
2299	urn:cts:greekLit:tlg0012.tlg001.msA:18.589	>
2300	urn:cts:greekLit:tlg0012.tlg001.msA:18.590	>
2301	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	>
2302	urn:cts:greekLit:tlg0012.tlg001.msA:18.596	>
2303	urn:cts:greekLit:tlg0012.tlg001.msA:18.597	—
2304	urn:cts:greekLit:tlg0012.tlg001.msA:18.598	—
2305	urn:cts:greekLit:tlg0012.tlg001.msA:18.604	>
2306	urn:cts:greekLit:tlg0012.tlg001.msA:19.8	>
2307	urn:cts:greekLit:tlg0012.tlg001.msA:19.10	>
2308	urn:cts:greekLit:tlg0012.tlg001.msA:19.14	⸖
2309	urn:cts:greekLit:tlg0012.tlg001.msA:19.15	>
2310	urn:cts:greekLit:tlg0012.tlg001.msA:19.25	>
2311	urn:cts:greekLit:tlg0012.tlg001.msA:19.26	⸖
2312	urn:cts:greekLit:tlg0012.tlg001.msA:19.34	>
2313	urn:cts:greekLit:tlg0012.tlg001.msA:19.41	>
2314	urn:cts:greekLit:tlg0012.tlg001.msA:19.42	>
2315	urn:cts:greekLit:tlg0012.tlg001.msA:19.45	>
2316	urn:cts:greekLit:tlg0012.tlg001.msA:19.49	>
2317	urn:cts:greekLit:tlg0012.tlg001.msA:19.51	>
2318	urn:cts:greekLit:tlg0012.tlg001.msA:19.62	>
2319	urn:cts:greekLit:tlg0012.tlg001.msA:19.65	>
2320	urn:cts:greekLit:tlg0012.tlg001.msA:19.67	>
2321	urn:cts:greekLit:tlg0012.tlg001.msA:19.68	>
2322	urn:cts:greekLit:tlg0012.tlg001.msA:19.71	>
2323	urn:cts:greekLit:tlg0012.tlg001.msA:19.75	>
2324	urn:cts:greekLit:tlg0012.tlg001.msA:19.77	⸖
2325	urn:cts:greekLit:tlg0012.tlg001.msA:19.80	>
2326	urn:cts:greekLit:tlg0012.tlg001.msA:19.85	>
2327	urn:cts:greekLit:tlg0012.tlg001.msA:19.93	>
2328	urn:cts:greekLit:tlg0012.tlg001.msA:19.94	—
2329	urn:cts:greekLit:tlg0012.tlg001.msA:19.97	>
2330	urn:cts:greekLit:tlg0012.tlg001.msA:19.100	>
2331	urn:cts:greekLit:tlg0012.tlg001.msA:19.114	>
2332	urn:cts:greekLit:tlg0012.tlg001.msA:19.115	>
2333	urn:cts:greekLit:tlg0012.tlg001.msA:19.118	>
2334	urn:cts:greekLit:tlg0012.tlg001.msA:19.119	>
2335	urn:cts:greekLit:tlg0012.tlg001.msA:19.120	>
2336	urn:cts:greekLit:tlg0012.tlg001.msA:19.327	—
2337	urn:cts:greekLit:tlg0012.tlg001.msA:19.347	>
2338	urn:cts:greekLit:tlg0012.tlg001.msA:19.361	>
2339	urn:cts:greekLit:tlg0012.tlg001.msA:19.365	—
2340	urn:cts:greekLit:tlg0012.tlg001.msA:19.366	—
2341	urn:cts:greekLit:tlg0012.tlg001.msA:19.367	>
2342	urn:cts:greekLit:tlg0012.tlg001.msA:19.367	—
2343	urn:cts:greekLit:tlg0012.tlg001.msA:19.368	—
2344	urn:cts:greekLit:tlg0012.tlg001.msA:19.380	>
2345	urn:cts:greekLit:tlg0012.tlg001.msA:19.384	⸖
2346	urn:cts:greekLit:tlg0012.tlg001.msA:19.387	—
2347	urn:cts:greekLit:tlg0012.tlg001.msA:19.388	⸖
2348	urn:cts:greekLit:tlg0012.tlg001.msA:19.389	—
2349	urn:cts:greekLit:tlg0012.tlg001.msA:19.390	—
2350	urn:cts:greekLit:tlg0012.tlg001.msA:19.391	—
2351	urn:cts:greekLit:tlg0012.tlg001.msA:19.392	>
2352	urn:cts:greekLit:tlg0012.tlg001.msA:19.400	>
2353	urn:cts:greekLit:tlg0012.tlg001.msA:19.407	—
2354	urn:cts:greekLit:tlg0012.tlg001.msA:19.416	—
2355	urn:cts:greekLit:tlg0012.tlg001.msA:19.417	—
2356	urn:cts:greekLit:tlg0012.tlg001.msA:19.418	>
2357	urn:cts:greekLit:tlg0012.tlg001.msA:20.4	>
2358	urn:cts:greekLit:tlg0012.tlg001.msA:20.5	>
2359	urn:cts:greekLit:tlg0012.tlg001.msA:20.7	>
2360	urn:cts:greekLit:tlg0012.tlg001.msA:20.11	⸖
2361	urn:cts:greekLit:tlg0012.tlg001.msA:20.13	>
2362	urn:cts:greekLit:tlg0012.tlg001.msA:20.33	>
2363	urn:cts:greekLit:tlg0012.tlg001.msA:20.40	>
2364	urn:cts:greekLit:tlg0012.tlg001.msA:20.44	>
2365	urn:cts:greekLit:tlg0012.tlg001.msA:20.48	>
2366	urn:cts:greekLit:tlg0012.tlg001.msA:20.53	>
2367	urn:cts:greekLit:tlg0012.tlg001.msA:20.58	>
2368	urn:cts:greekLit:tlg0012.tlg001.msA:20.68	>
2369	urn:cts:greekLit:tlg0012.tlg001.msA:20.69	>
2370	urn:cts:greekLit:tlg0012.tlg001.msA:20.74	>
2371	urn:cts:greekLit:tlg0012.tlg001.msA:20.79	>
2372	urn:cts:greekLit:tlg0012.tlg001.msA:20.84	>
2373	urn:cts:greekLit:tlg0012.tlg001.msA:20.107	>
2374	urn:cts:greekLit:tlg0012.tlg001.msA:20.114	⸖
2375	urn:cts:greekLit:tlg0012.tlg001.msA:20.125	—
2376	urn:cts:greekLit:tlg0012.tlg001.msA:20.126	—
2377	urn:cts:greekLit:tlg0012.tlg001.msA:20.127	—
2378	urn:cts:greekLit:tlg0012.tlg001.msA:20.128	—
2379	urn:cts:greekLit:tlg0012.tlg001.msA:20.147	>
2380	urn:cts:greekLit:tlg0012.tlg001.msA:20.166	>
2381	urn:cts:greekLit:tlg0012.tlg001.msA:20.180	—
2382	urn:cts:greekLit:tlg0012.tlg001.msA:20.181	—
2383	urn:cts:greekLit:tlg0012.tlg001.msA:20.182	—
2384	urn:cts:greekLit:tlg0012.tlg001.msA:20.183	—
2385	urn:cts:greekLit:tlg0012.tlg001.msA:20.184	—
2386	urn:cts:greekLit:tlg0012.tlg001.msA:20.185	—
2387	urn:cts:greekLit:tlg0012.tlg001.msA:20.186	—
2388	urn:cts:greekLit:tlg0012.tlg001.msA:20.195	※
2389	urn:cts:greekLit:tlg0012.tlg001.msA:20.195	—
2390	urn:cts:greekLit:tlg0012.tlg001.msA:20.196	※
2391	urn:cts:greekLit:tlg0012.tlg001.msA:20.196	—
2392	urn:cts:greekLit:tlg0012.tlg001.msA:20.197	※
2393	urn:cts:greekLit:tlg0012.tlg001.msA:20.197	—
2394	urn:cts:greekLit:tlg0012.tlg001.msA:20.198	※
2395	urn:cts:greekLit:tlg0012.tlg001.msA:20.198	—
2396	urn:cts:greekLit:tlg0012.tlg001.msA:20.205	—
2397	urn:cts:greekLit:tlg0012.tlg001.msA:20.206	—
2398	urn:cts:greekLit:tlg0012.tlg001.msA:20.207	—
2399	urn:cts:greekLit:tlg0012.tlg001.msA:20.208	—
2400	urn:cts:greekLit:tlg0012.tlg001.msA:20.209	—
2401	urn:cts:greekLit:tlg0012.tlg001.msA:20.213	>
2402	urn:cts:greekLit:tlg0012.tlg001.msA:20.216	>
2403	urn:cts:greekLit:tlg0012.tlg001.msA:20.223	>
2404	urn:cts:greekLit:tlg0012.tlg001.msA:20.224	>
2405	urn:cts:greekLit:tlg0012.tlg001.msA:20.229	>
2406	urn:cts:greekLit:tlg0012.tlg001.msA:20.233	>
2407	urn:cts:greekLit:tlg0012.tlg001.msA:20.234	>
2408	urn:cts:greekLit:tlg0012.tlg001.msA:20.235	※
2409	urn:cts:greekLit:tlg0012.tlg001.msA:20.251	—
2410	urn:cts:greekLit:tlg0012.tlg001.msA:20.252	—
2411	urn:cts:greekLit:tlg0012.tlg001.msA:20.253	—
2412	urn:cts:greekLit:tlg0012.tlg001.msA:20.254	—
2413	urn:cts:greekLit:tlg0012.tlg001.msA:20.255	—
2414	urn:cts:greekLit:tlg0012.tlg001.msA:20.260	>
2415	urn:cts:greekLit:tlg0012.tlg001.msA:20.261	>
2416	urn:cts:greekLit:tlg0012.tlg001.msA:20.263	>
2417	urn:cts:greekLit:tlg0012.tlg001.msA:20.266	>
2418	urn:cts:greekLit:tlg0012.tlg001.msA:20.269	—
2419	urn:cts:greekLit:tlg0012.tlg001.msA:20.270	—
2420	urn:cts:greekLit:tlg0012.tlg001.msA:20.271	—
2421	urn:cts:greekLit:tlg0012.tlg001.msA:20.272	—
2422	urn:cts:greekLit:tlg0012.tlg001.msA:20.273	⸖
2423	urn:cts:greekLit:tlg0012.tlg001.msA:20.279	>
2424	urn:cts:greekLit:tlg0012.tlg001.msA:20.283	>
2425	urn:cts:greekLit:tlg0012.tlg001.msA:20.290	>
2426	urn:cts:greekLit:tlg0012.tlg001.msA:20.293	>
2427	urn:cts:greekLit:tlg0012.tlg001.msA:20.298	>
2428	urn:cts:greekLit:tlg0012.tlg001.msA:20.299	>
2429	urn:cts:greekLit:tlg0012.tlg001.msA:20.311	>
2430	urn:cts:greekLit:tlg0012.tlg001.msA:20.322	—
2431	urn:cts:greekLit:tlg0012.tlg001.msA:20.323	—
2432	urn:cts:greekLit:tlg0012.tlg001.msA:20.324	—
2433	urn:cts:greekLit:tlg0012.tlg001.msA:20.346	>
2434	urn:cts:greekLit:tlg0012.tlg001.msA:20.362	>
2435	urn:cts:greekLit:tlg0012.tlg001.msA:20.372	>
2436	urn:cts:greekLit:tlg0012.tlg001.msA:20.375	>
2437	urn:cts:greekLit:tlg0012.tlg001.msA:20.378	>
2438	urn:cts:greekLit:tlg0012.tlg001.msA:20.385	>
2439	urn:cts:greekLit:tlg0012.tlg001.msA:20.387	>
2440	urn:cts:greekLit:tlg0012.tlg001.msA:20.388	>
2441	urn:cts:greekLit:tlg0012.tlg001.msA:20.389	>
2442	urn:cts:greekLit:tlg0012.tlg001.msA:20.404	>
2443	urn:cts:greekLit:tlg0012.tlg001.msA:20.415	>
2444	urn:cts:greekLit:tlg0012.tlg001.msA:20.440	>
2445	urn:cts:greekLit:tlg0012.tlg001.msA:20.451	>
2446	urn:cts:greekLit:tlg0012.tlg001.msA:20.454	>
2447	urn:cts:greekLit:tlg0012.tlg001.msA:20.462	>
2448	urn:cts:greekLit:tlg0012.tlg001.msA:20.464	>
2449	urn:cts:greekLit:tlg0012.tlg001.msA:20.467	>
2450	urn:cts:greekLit:tlg0012.tlg001.msA:20.478	>
2451	urn:cts:greekLit:tlg0012.tlg001.msA:20.484	⸖
2452	urn:cts:greekLit:tlg0012.tlg001.msA:21.2	⸖
2453	urn:cts:greekLit:tlg0012.tlg001.msA:21.4	>
2454	urn:cts:greekLit:tlg0012.tlg001.msA:21.17	>
2455	urn:cts:greekLit:tlg0012.tlg001.msA:21.31	>
2456	urn:cts:greekLit:tlg0012.tlg001.msA:21.33	>
2457	urn:cts:greekLit:tlg0012.tlg001.msA:21.36	>
2458	urn:cts:greekLit:tlg0012.tlg001.msA:21.37	>
2459	urn:cts:greekLit:tlg0012.tlg001.msA:21.40	>
2460	urn:cts:greekLit:tlg0012.tlg001.msA:21.67	>
2461	urn:cts:greekLit:tlg0012.tlg001.msA:21.75	>
2462	urn:cts:greekLit:tlg0012.tlg001.msA:21.83	>
2463	urn:cts:greekLit:tlg0012.tlg001.msA:21.86	>
2464	urn:cts:greekLit:tlg0012.tlg001.msA:21.95	⸖
2465	urn:cts:greekLit:tlg0012.tlg001.msA:21.111	>
2466	urn:cts:greekLit:tlg0012.tlg001.msA:21.125	>
2467	urn:cts:greekLit:tlg0012.tlg001.msA:21.126	>
2468	urn:cts:greekLit:tlg0012.tlg001.msA:21.127	>
2469	urn:cts:greekLit:tlg0012.tlg001.msA:21.128	>
2470	urn:cts:greekLit:tlg0012.tlg001.msA:21.130	—
2471	urn:cts:greekLit:tlg0012.tlg001.msA:21.131	—
2472	urn:cts:greekLit:tlg0012.tlg001.msA:21.132	—
2473	urn:cts:greekLit:tlg0012.tlg001.msA:21.133	—
2474	urn:cts:greekLit:tlg0012.tlg001.msA:21.134	—
2475	urn:cts:greekLit:tlg0012.tlg001.msA:21.135	—
2476	urn:cts:greekLit:tlg0012.tlg001.msA:21.146	>
